Entry	Cross-reference (Gramene)
A0A1D6NHR4	Zm00001d044101_T002;Zm00001d044101_T003;
A0A1D6NHR8	Zm00001d044102_T002;
A0A1D6NHS0	Zm00001d044102_T004;
A0A1D6NHS1	Zm00001d044102_T003;Zm00001d044102_T005;
A0A1D6NHS3	Zm00001d044103_T001;
A0A1D6NHS4	Zm00001d044103_T002;
A0A1D6NHS6	Zm00001d044103_T004;
A0A1D6NHS7	Zm00001d044104_T001;
A0A1D6NHS9	Zm00001d044106_T001;
A0A1D6NHT2	Zm00001d044109_T002;
A0A1D6NHT3	Zm00001d044109_T003;
A0A1D6NHT4	Zm00001d044110_T001;Zm00001d044110_T002;Zm00001d044110_T004;
A0A1D6NHT9	Zm00001d044112_T001;
A0A1D6NHU0	Zm00001d044112_T002;
A0A1D6NHU1	Zm00001d044112_T003;
A0A1D6NHU2	Zm00001d044114_T001;
A0A1D6NHU3	Zm00001d044115_T001;
A0A1D6NHU6	Zm00001d044118_T001;
A0A1D6NHU7	Zm00001d044119_T001;
A0A1D6NHV0	Zm00001d044121_T002;
A0A1D6NHV3	Zm00001d044121_T001;Zm00001d044121_T003;
A0A1D6NHV4	Zm00001d044121_T006;
A0A1D6NHV7	Zm00001d044124_T002;
A0A1D6NHV8	Zm00001d044124_T003;
A0A1D6NHV9	Zm00001d044124_T004;
A0A1D6NHW0	Zm00001d044124_T005;
A0A1D6NHW1	Zm00001d044127_T001;
A0A1D6NHW2	Zm00001d044127_T002;
A0A1D6NHW3	Zm00001d044127_T003;
A0A1D6NHW4	Zm00001d044127_T004;
A0A1D6NHW5	Zm00001d044127_T005;
A0A1D6NHW6	Zm00001d044127_T006;
A0A1D6NHW7	Zm00001d044127_T007;Zm00001d044127_T012;
A0A1D6NHW9	Zm00001d044127_T009;
A0A1D6NHX6	Zm00001d044127_T016;Zm00001d044127_T017;
A0A1D6NHX9	Zm00001d044127_T013;Zm00001d044127_T019;
A0A1D6NHY0	Zm00001d044127_T020;
A0A1D6NHY1	Zm00001d044129_T001;
A0A1D6NHY2	Zm00001d044129_T002;
A0A1D6NHY3	Zm00001d044129_T003;
A0A1D6NHY4	Zm00001d044129_T004;
A0A1D6NHY6	Zm00001d044129_T006;
A0A1D6NHY7	Zm00001d044129_T007;
A0A1D6NHY8	Zm00001d044129_T008;
A0A1D6NHY9	Zm00001d044129_T009;
A0A1D6NHZ0	Zm00001d044129_T010;
A0A1D6NHZ2	Zm00001d044129_T012;
A0A1D6NHZ3	Zm00001d044129_T013;
A0A1D6NHZ4	Zm00001d044129_T014;
A0A1D6NHZ6	Zm00001d044129_T016;
A0A1D6NHZ7	Zm00001d044129_T011;Zm00001d044129_T017;
A0A1D6NHZ8	Zm00001d044129_T018;
A0A1D6NI00	Zm00001d044129_T020;
A0A1D6NI01	Zm00001d044129_T021;
A0A1D6NI02	Zm00001d044129_T019;Zm00001d044129_T022;
A0A1D6NI03	Zm00001d044129_T023;
A0A1D6NI04	Zm00001d044129_T024;
A0A1D6NI08	Zm00001d044132_T001;
A0A1D6NI09	Zm00001d044132_T002;
A0A1D6NI10	Zm00001d044133_T001;
A0A1D6NI11	Zm00001d044133_T002;
A0A1D6NI15	Zm00001d044133_T006;Zm00001d044133_T007;
A0A1D6NI18	Zm00001d044133_T009;
A0A1D6NI21	Zm00001d044133_T012;
A0A1D6NI24	Zm00001d044133_T010;Zm00001d044133_T015;
A0A1D6NI25	Zm00001d044134_T001;
A0A1D6NI26	Zm00001d044135_T001;
A0A1D6NI29	Zm00001d044138_T002;
A0A1D6NI30	Zm00001d044139_T001;
A0A1D6NI31	Zm00001d044142_T001;
A0A1D6NI32	Zm00001d044143_T001;
A0A1D6NI33	Zm00001d044144_T001;
A0A1D6NI34	Zm00001d044144_T002;
A0A1D6NI36	Zm00001d044144_T004;
A0A1D6NI38	Zm00001d044144_T006;
A0A1D6NI39	Zm00001d044144_T007;
A0A1D6NI42	Zm00001d044144_T010;
A0A1D6NI45	Zm00001d044146_T001;
A0A1D6NI46	Zm00001d044147_T001;
A0A1D6NI47	Zm00001d044148_T001;
A0A1D6NI48	Zm00001d044149_T001;
A0A1D6NI49	Zm00001d044152_T001;
A0A1D6NI50	Zm00001d044153_T001;
A0A1D6NI51	Zm00001d044154_T001;
A0A1D6NI52	Zm00001d044154_T002;
A0A1D6NI53	Zm00001d044156_T001;
A0A1D6NI54	Zm00001d044156_T002;
A0A1D6NI58	Zm00001d044159_T001;Zm00001d044159_T003;
A0A1D6NI59	Zm00001d044159_T004;
A0A1D6NI61	Zm00001d044159_T006;
A0A1D6NI63	Zm00001d044164_T001;
A0A1D6NI64	Zm00001d044164_T002;
A0A1D6NI65	Zm00001d044164_T003;
A0A1D6NI66	Zm00001d044164_T004;
A0A1D6NI67	Zm00001d044164_T005;
A0A1D6NI68	Zm00001d044164_T006;
A0A1D6NI69	Zm00001d044164_T007;
A0A1D6NI70	Zm00001d044164_T008;
A0A1D6NI71	Zm00001d044164_T009;
A0A1D6NI73	Zm00001d044164_T011;
A0A1D6NI74	Zm00001d044164_T012;
A0A1D6NI76	Zm00001d044164_T010;Zm00001d044164_T020;
A0A1D6NI77	Zm00001d044164_T015;
A0A1D6NI78	Zm00001d044164_T016;
A0A1D6NI79	Zm00001d044164_T017;
A0A1D6NI83	Zm00001d044165_T001;
A0A1D6NI85	Zm00001d044168_T001;
A0A1D6NI86	Zm00001d044169_T001;
A0A1D6NI87	Zm00001d044170_T001;
A0A1D6NI88	Zm00001d044170_T002;
A0A1D6NI89	Zm00001d044170_T003;
A0A1D6NI90	Zm00001d044171_T001;
A0A1D6NI91	Zm00001d044172_T001;
A0A1D6NI93	Zm00001d044172_T003;
A0A1D6NI94	Zm00001d044172_T004;
A0A1D6NI95	Zm00001d044172_T005;
A0A1D6NI96	Zm00001d044172_T006;
A0A1D6NI97	Zm00001d044172_T007;
A0A1D6NI98	Zm00001d044172_T008;
A0A1D6NI99	Zm00001d044172_T009;
A0A1D6NIA0	Zm00001d044173_T001;
A0A1D6NIA1	Zm00001d044173_T002;
A0A1D6NIA2	Zm00001d044173_T003;
A0A1D6NIA4	Zm00001d044173_T005;
A0A1D6NIA5	Zm00001d044173_T004;Zm00001d044173_T006;
A0A1D6NIA8	Zm00001d044175_T003;
A0A1D6NIA9	Zm00001d044175_T004;
A0A1D6NIB3	Zm00001d044177_T001;
A0A1D6NIB4	Zm00001d044178_T001;
A0A1D6NIB5	Zm00001d044179_T001;
A0A1D6NIB6	Zm00001d044179_T002;
A0A1D6NIB7	Zm00001d044180_T001;
A0A1D6NIB8	Zm00001d044181_T001;Zm00001d044181_T002;Zm00001d044181_T003;
A0A1D6NIC1	Zm00001d044182_T001;
A0A1D6NIC2	Zm00001d044183_T001;
A0A1D6NIC4	Zm00001d044185_T001;
A0A1D6NIC5	Zm00001d044185_T002;
A0A1D6NIC6	Zm00001d044185_T003;
A0A1D6NIE4	Zm00001d044186_T015;Zm00001d044186_T016;
A0A1D6NIE6	Zm00001d044186_T017;
A0A1D6NIF3	Zm00001d044186_T024;
A0A1D6NIG4	Zm00001d044186_T035;
A0A1D6NIH0	Zm00001d044186_T041;
A0A1D6NIH3	Zm00001d044186_T044;Zm00001d044186_T083;Zm00001d044186_T113;Zm00001d044186_T137;Zm00001d044186_T154;Zm00001d044186_T169;Zm00001d044186_T175;Zm00001d044186_T205;Zm00001d044186_T207;Zm00001d044186_T209;Zm00001d044186_T212;Zm00001d044186_T247;Zm00001d044186_T249;Zm00001d044186_T256;Zm00001d044186_T265;Zm00001d044186_T266;
A0A1D6NIH9	Zm00001d044186_T050;
A0A1D6NII0	Zm00001d044186_T005;Zm00001d044186_T008;Zm00001d044186_T012;Zm00001d044186_T019;Zm00001d044186_T030;Zm00001d044186_T033;Zm00001d044186_T046;Zm00001d044186_T051;Zm00001d044186_T054;Zm00001d044186_T070;Zm00001d044186_T075;Zm00001d044186_T090;Zm00001d044186_T091;Zm00001d044186_T092;Zm00001d044186_T100;Zm00001d044186_T103;Zm00001d044186_T106;Zm00001d044186_T126;Zm00001d044186_T130;Zm00001d044186_T134;Zm00001d044186_T145;Zm00001d044186_T152;Zm00001d044186_T158;Zm00001d044186_T161;Zm00001d044186_T170;Zm00001d044186_T182;Zm00001d044186_T186;Zm00001d044186_T187;Zm00001d044186_T189;Zm00001d044186_T196;Zm00001d044186_T203;Zm00001d044186_T204;Zm00001d044186_T208;Zm00001d044186_T213;Zm00001d044186_T214;Zm00001d044186_T215;Zm00001d044186_T217;
A0A1D6NII4	Zm00001d044186_T055;Zm00001d044186_T132;Zm00001d044186_T188;
A0A1D6NIJ0	Zm00001d044186_T061;Zm00001d044186_T102;
A0A1D6NIJ5	Zm00001d044186_T066;Zm00001d044186_T267;
A0A1D6NIK3	Zm00001d044186_T001;Zm00001d044186_T002;Zm00001d044186_T006;Zm00001d044186_T009;Zm00001d044186_T010;Zm00001d044186_T011;Zm00001d044186_T013;Zm00001d044186_T014;Zm00001d044186_T021;Zm00001d044186_T026;Zm00001d044186_T028;Zm00001d044186_T029;Zm00001d044186_T032;Zm00001d044186_T037;Zm00001d044186_T038;Zm00001d044186_T039;Zm00001d044186_T042;Zm00001d044186_T045;Zm00001d044186_T047;Zm00001d044186_T056;Zm00001d044186_T062;Zm00001d044186_T064;Zm00001d044186_T067;Zm00001d044186_T068;Zm00001d044186_T071;Zm00001d044186_T072;Zm00001d044186_T073;Zm00001d044186_T074;Zm00001d044186_T077;Zm00001d044186_T078;Zm00001d044186_T080;Zm00001d044186_T081;Zm00001d044186_T085;Zm00001d044186_T087;Zm00001d044186_T088;Zm00001d044186_T089;Zm00001d044186_T107;Zm00001d044186_T109;Zm00001d044186_T110;Zm00001d044186_T112;Zm00001d044186_T115;Zm00001d044186_T123;Zm00001d044186_T127;Zm00001d044186_T128;Zm00001d044186_T135;Zm00001d044186_T138;Zm00001d044186_T146;Zm00001d044186_T149;Zm00001d044186_T151;Zm00001d044186_T160;Zm00001d044186_T162;Zm00001d044186_T172;Zm00001d044186_T176;Zm00001d044186_T178;Zm00001d044186_T180;Zm00001d044186_T190;Zm00001d044186_T191;Zm00001d044186_T197;Zm00001d044186_T198;
A0A1D6NIK8	Zm00001d044186_T079;
A0A1D6NIM5	Zm00001d044186_T040;Zm00001d044186_T049;Zm00001d044186_T052;Zm00001d044186_T053;Zm00001d044186_T058;Zm00001d044186_T060;Zm00001d044186_T063;Zm00001d044186_T065;Zm00001d044186_T069;Zm00001d044186_T082;Zm00001d044186_T108;Zm00001d044186_T118;Zm00001d044186_T129;Zm00001d044186_T133;Zm00001d044186_T148;Zm00001d044186_T156;Zm00001d044186_T159;Zm00001d044186_T166;Zm00001d044186_T167;Zm00001d044186_T171;Zm00001d044186_T179;Zm00001d044186_T181;Zm00001d044186_T183;Zm00001d044186_T184;
A0A1D6NIM6	Zm00001d044186_T059;Zm00001d044186_T097;Zm00001d044186_T114;Zm00001d044186_T168;
A0A1D6NIM7	Zm00001d044186_T095;Zm00001d044186_T098;Zm00001d044186_T105;
A0A1D6NIN3	Zm00001d044186_T104;
A0A1D6NIP6	Zm00001d044186_T003;Zm00001d044186_T025;Zm00001d044186_T117;Zm00001d044186_T121;
A0A1D6NIP8	Zm00001d044186_T034;Zm00001d044186_T094;Zm00001d044186_T119;Zm00001d044186_T136;Zm00001d044186_T177;Zm00001d044186_T211;
A0A1D6NIR8	Zm00001d044186_T036;Zm00001d044186_T139;Zm00001d044186_T157;Zm00001d044186_T245;
A0A1D6NIR9	Zm00001d044186_T140;Zm00001d044186_T144;
A0A1D6NIS0	Zm00001d044186_T141;Zm00001d044186_T311;
A0A1D6NIS1	Zm00001d044186_T142;
A0A1D6NIS6	Zm00001d044186_T147;
A0A1D6NIT2	Zm00001d044186_T122;Zm00001d044186_T153;
A0A1D6NIT4	Zm00001d044186_T155;
A0A1D6NIU2	Zm00001d044186_T163;Zm00001d044186_T192;
A0A1D6NIU3	Zm00001d044186_T150;Zm00001d044186_T164;
A0A1D6NIU4	Zm00001d044186_T165;
A0A1D6NIV2	Zm00001d044186_T023;Zm00001d044186_T125;Zm00001d044186_T173;
A0A1D6NIV3	Zm00001d044186_T174;Zm00001d044186_T313;Zm00001d044186_T314;Zm00001d044186_T315;
A0A1D6NIW4	Zm00001d044186_T027;Zm00001d044186_T185;
A0A1D6NIX2	Zm00001d044186_T193;
A0A1D6NIX3	Zm00001d044186_T194;
A0A1D6NIX4	Zm00001d044186_T195;
A0A1D6NIX8	Zm00001d044186_T199;Zm00001d044186_T201;
A0A1D6NIX9	Zm00001d044186_T200;
A0A1D6NIY1	Zm00001d044186_T202;
A0A1D6NIY5	Zm00001d044186_T206;
A0A1D6NIY9	Zm00001d044186_T210;
A0A1D6NIZ9	Zm00001d044186_T031;Zm00001d044186_T218;Zm00001d044186_T219;Zm00001d044186_T220;
A0A1D6NJ09	Zm00001d044186_T216;Zm00001d044186_T227;Zm00001d044186_T230;
A0A1D6NJ29	Zm00001d044186_T084;Zm00001d044186_T248;
A0A1D6NJ47	Zm00001d000228_T071;Zm00001d044186_T268;
A0A1D6NJ48	Zm00001d044186_T253;Zm00001d044186_T279;Zm00001d044186_T280;Zm00001d044186_T283;Zm00001d044186_T287;Zm00001d044186_T289;Zm00001d044186_T298;Zm00001d044186_T300;
A0A1D6NJ82	Zm00001d044186_T303;
A0A1D6NJ83	Zm00001d044186_T304;
A0A1D6NJ85	Zm00001d004008_T018;Zm00001d044186_T306;
A0A1D6NJ86	Zm00001d044186_T307;
A0A1D6NJ87	Zm00001d044186_T308;
A0A1D6NJ88	Zm00001d044186_T309;
A0A1D6NJ89	Zm00001d044186_T310;
A0A1D6NJ91	Zm00001d044186_T312;
A0A1D6NJ95	Zm00001d044187_T001;
A0A1D6NJ98	Zm00001d044188_T003;
A0A1D6NJ99	Zm00001d044188_T004;
A0A1D6NJA1	Zm00001d044188_T006;
A0A1D6NJA2	Zm00001d044188_T002;Zm00001d044188_T007;Zm00001d044188_T014;Zm00001d044188_T018;Zm00001d044188_T026;
A0A1D6NJA3	Zm00001d044188_T008;
A0A1D6NJB0	Zm00001d044188_T015;
A0A1D6NJB5	Zm00001d044188_T020;
A0A1D6NJB9	Zm00001d044188_T010;Zm00001d044188_T022;Zm00001d044188_T024;
A0A1D6NJC0	Zm00001d044188_T025;
A0A1D6NJC2	Zm00001d044188_T027;
A0A1D6NJC4	Zm00001d044188_T028;Zm00001d044188_T029;
A0A1D6NJC6	Zm00001d044190_T001;
A0A1D6NJC7	Zm00001d044191_T001;
A0A1D6NJC8	Zm00001d044191_T002;
A0A1D6NJD6	Zm00001d044191_T003;Zm00001d044191_T005;Zm00001d044191_T009;Zm00001d044191_T011;
A0A1D6NJE0	Zm00001d044191_T014;
A0A1D6NJE3	Zm00001d044191_T017;
A0A1D6NJE7	Zm00001d044191_T004;Zm00001d044191_T006;Zm00001d044191_T007;Zm00001d044191_T008;
A0A1D6NJE8	Zm00001d044191_T022;
A0A1D6NJF0	Zm00001d044191_T024;
A0A1D6NJF1	Zm00001d044191_T025;
A0A1D6NJF2	Zm00001d044192_T001;
A0A1D6NJF3	Zm00001d044192_T002;
A0A1D6NJF4	Zm00001d044193_T001;
A0A1D6NJF6	Zm00001d044193_T003;
A0A1D6NJF8	Zm00001d044195_T001;
A0A1D6NJF9	Zm00001d044195_T002;
A0A1D6NJG0	Zm00001d044195_T003;Zm00001d044195_T008;
A0A1D6NJG1	Zm00001d044195_T004;
A0A1D6NJG6	Zm00001d044195_T009;
A0A1D6NJG7	Zm00001d044195_T010;
A0A1D6NJH0	Zm00001d044195_T005;Zm00001d044195_T007;Zm00001d044195_T011;Zm00001d044195_T013;Zm00001d044195_T014;Zm00001d044195_T015;
A0A1D6NJH4	Zm00001d044195_T017;
A0A1D6NJH5	Zm00001d044195_T018;
A0A1D6NJH7	Zm00001d044195_T020;
A0A1D6NJH8	Zm00001d044197_T001;
A0A1D6NJH9	Zm00001d044197_T002;
A0A1D6NJI0	Zm00001d044198_T001;
A0A1D6NJI1	Zm00001d044201_T001;
A0A1D6NJI2	Zm00001d044201_T005;
A0A1D6NJI3	Zm00001d044201_T003;Zm00001d044201_T006;
A0A1D6NJI4	Zm00001d044201_T004;Zm00001d044201_T007;
A0A1D6NJI8	Zm00001d044201_T008;
A0A1D6NJJ0	Zm00001d044201_T010;Zm00001d044201_T011;
A0A1D6NJJ2	Zm00001d044201_T012;
A0A1D6NJJ3	Zm00001d044201_T013;Zm00001d044201_T014;
A0A1D6NJJ5	Zm00001d044201_T015;
A0A1D6NJJ6	Zm00001d044201_T016;
A0A1D6NJJ7	Zm00001d044202_T001;
A0A1D6NJJ9	Zm00001d044203_T002;
A0A1D6NJK0	Zm00001d044203_T003;
A0A1D6NJK1	Zm00001d044203_T004;
A0A1D6NJK2	Zm00001d044204_T001;
A0A1D6NJK4	Zm00001d044205_T001;Zm00001d044205_T002;
A0A1D6NJK5	Zm00001d044206_T001;
A0A1D6NJK6	Zm00001d044207_T001;
A0A1D6NJK7	Zm00001d044208_T001;
A0A1D6NJK8	Zm00001d044208_T002;
A0A1D6NJK9	Zm00001d044211_T001;
A0A1D6NJL1	Zm00001d044212_T002;
A0A1D6NJL2	Zm00001d044212_T003;
A0A1D6NJL4	Zm00001d044213_T001;
A0A1D6NJL5	Zm00001d044213_T002;
A0A1D6NJL6	Zm00001d044216_T001;
A0A1D6NJL8	Zm00001d044217_T001;
A0A1D6NJL9	Zm00001d044217_T002;
A0A1D6NJM0	Zm00001d044217_T003;
A0A1D6NJM1	Zm00001d044217_T004;
A0A1D6NJM3	Zm00001d044217_T005;Zm00001d044217_T006;
A0A1D6NJM4	Zm00001d044219_T001;
A0A1D6NJM5	Zm00001d044219_T002;Zm00001d044219_T005;
A0A1D6NJM7	Zm00001d044219_T003;Zm00001d044219_T004;
A0A1D6NJM9	Zm00001d044220_T001;
A0A1D6NJN0	Zm00001d044220_T002;
A0A1D6NJN1	Zm00001d044220_T003;
A0A1D6NJN2	Zm00001d044220_T004;
A0A1D6NJN3	Zm00001d044220_T005;
A0A1D6NJN4	Zm00001d044220_T006;
A0A1D6NJN7	Zm00001d044220_T009;
A0A1D6NJP0	Zm00001d044221_T001;
A0A1D6NJP1	Zm00001d044222_T001;
A0A1D6NJP2	Zm00001d044222_T002;
A0A1D6NJP3	Zm00001d044222_T003;Zm00001d044222_T016;
A0A1D6NJP5	Zm00001d044222_T005;Zm00001d044222_T012;Zm00001d044222_T013;Zm00001d044222_T027;
A0A1D6NJP8	Zm00001d044222_T008;
A0A1D6NJP9	Zm00001d044222_T009;
A0A1D6NJQ7	Zm00001d044222_T017;
A0A1D6NJQ9	Zm00001d044222_T011;Zm00001d044222_T023;
A0A1D6NJR1	Zm00001d044222_T021;
A0A1D6NJR2	Zm00001d044222_T022;
A0A1D6NJR6	Zm00001d044222_T026;
A0A1D6NJR9	Zm00001d044222_T020;Zm00001d044222_T025;Zm00001d044222_T029;
A0A1D6NJS0	Zm00001d044222_T030;
A0A1D6NJS1	Zm00001d044222_T031;
A0A1D6NJS2	Zm00001d044222_T032;
A0A1D6NJS4	Zm00001d044222_T034;
A0A1D6NJS6	Zm00001d044222_T036;
A0A1D6NJS8	Zm00001d044222_T038;
A0A1D6NJS9	Zm00001d044222_T039;
A0A1D6NJT1	Zm00001d044222_T040;Zm00001d044222_T041;
A0A1D6NJT2	Zm00001d044224_T001;
A0A1D6NJT4	Zm00001d044226_T001;
A0A1D6NJT6	Zm00001d044226_T003;
A0A1D6NJT7	Zm00001d044226_T004;
A0A1D6NJU0	Zm00001d044228_T002;
A0A1D6NJU1	Zm00001d044230_T001;
A0A1D6NJU3	Zm00001d044232_T001;
A0A1D6NJU4	Zm00001d044232_T002;
A0A1D6NJU5	Zm00001d044232_T003;
A0A1D6NJU7	Zm00001d044232_T005;
A0A1D6NJU8	Zm00001d044233_T001;
A0A1D6NJV0	Zm00001d044237_T001;
A0A1D6NJV3	Zm00001d044239_T001;Zm00001d044239_T003;
A0A1D6NJV7	Zm00001d044240_T001;
A0A1D6NJV8	Zm00001d044241_T001;
A0A1D6NJV9	Zm00001d044242_T001;
A0A1D6NJW0	Zm00001d044243_T001;
A0A1D6NJW2	Zm00001d044243_T003;
A0A1D6NJW3	Zm00001d044244_T001;
A0A1D6NJW4	Zm00001d044245_T001;
A0A1D6NJW6	Zm00001d044246_T003;
A0A1D6NJW7	Zm00001d044246_T004;
A0A1D6NJW9	Zm00001d044250_T001;
A0A1D6NJX0	Zm00001d044250_T002;
A0A1D6NJX1	Zm00001d044251_T001;Zm00001d044251_T002;
A0A1D6NJX3	Zm00001d044251_T003;
A0A1D6NJX4	Zm00001d044251_T004;
A0A1D6NJX5	Zm00001d044251_T005;
A0A1D6NJX7	Zm00001d044253_T002;
A0A1D6NJY4	Zm00001d044254_T003;Zm00001d044254_T005;Zm00001d044254_T007;
A0A1D6NJY6	Zm00001d044259_T001;
A0A1D6NJY9	Zm00001d044260_T003;
A0A1D6NJZ0	Zm00001d044260_T004;
A0A1D6NJZ2	Zm00001d044261_T002;
A0A1D6NJZ3	Zm00001d044261_T003;
A0A1D6NJZ4	Zm00001d044261_T004;
A0A1D6NJZ5	Zm00001d044262_T001;
A0A1D6NJZ6	Zm00001d044263_T001;
A0A1D6NJZ7	Zm00001d044264_T001;
A0A1D6NJZ9	Zm00001d044266_T002;
A0A1D6NK00	Zm00001d044266_T003;
A0A1D6NK03	Zm00001d044266_T006;
A0A1D6NK05	Zm00001d044266_T008;Zm00001d044266_T013;
A0A1D6NK06	Zm00001d044266_T009;
A0A1D6NK08	Zm00001d044266_T004;Zm00001d044266_T005;Zm00001d044266_T011;
A0A1D6NK09	Zm00001d044266_T012;
A0A1D6NK11	Zm00001d044267_T001;
A0A1D6NK12	Zm00001d044267_T002;
A0A1D6NK13	Zm00001d044267_T003;
A0A1D6NK14	Zm00001d044267_T004;
A0A1D6NK15	Zm00001d044267_T005;
A0A1D6NK16	Zm00001d044269_T001;
A0A1D6NK18	Zm00001d044271_T001;Zm00001d044271_T005;Zm00001d044271_T006;Zm00001d044271_T008;Zm00001d044271_T013;
A0A1D6NK19	Zm00001d044271_T002;Zm00001d044271_T003;
A0A1D6NK21	Zm00001d044271_T004;
A0A1D6NK24	Zm00001d044271_T007;
A0A1D6NK26	Zm00001d044271_T009;
A0A1D6NK27	Zm00001d044271_T010;
A0A1D6NK28	Zm00001d044271_T011;
A0A1D6NK29	Zm00001d044271_T012;
A0A1D6NK31	Zm00001d044271_T014;
A0A1D6NK32	Zm00001d044271_T015;
A0A1D6NK33	Zm00001d044271_T016;
A0A1D6NK34	Zm00001d044271_T017;
A0A1D6NK35	Zm00001d044271_T018;
A0A1D6NK37	Zm00001d044273_T001;
A0A1D6NK38	Zm00001d044273_T002;
A0A1D6NK39	Zm00001d044274_T001;
A0A1D6NK40	Zm00001d044274_T002;
A0A1D6NK41	Zm00001d044275_T001;
A0A1D6NK43	Zm00001d044276_T002;
A0A1D6NK44	Zm00001d044276_T003;
A0A1D6NK45	Zm00001d044277_T002;
A0A1D6NK46	Zm00001d044277_T005;
A0A1D6NK47	Zm00001d044277_T006;
A0A1D6NK50	Zm00001d044278_T003;
A0A1D6NK51	Zm00001d044278_T004;
A0A1D6NK52	Zm00001d044278_T005;
A0A1D6NK53	Zm00001d044278_T006;
A0A1D6NK55	Zm00001d044280_T001;
A0A1D6NK57	Zm00001d044281_T002;Zm00001d044281_T006;
A0A1D6NK59	Zm00001d044281_T004;Zm00001d044281_T010;Zm00001d044281_T011;Zm00001d044281_T037;
A0A1D6NK63	Zm00001d044281_T008;
A0A1D6NK67	Zm00001d044281_T012;
A0A1D6NK68	Zm00001d044281_T013;
A0A1D6NK70	Zm00001d044281_T015;Zm00001d044281_T016;Zm00001d044281_T026;Zm00001d044281_T031;Zm00001d044281_T033;
A0A1D6NK76	Zm00001d044281_T021;
A0A1D6NK78	Zm00001d044281_T023;
A0A1D6NK79	Zm00001d044281_T024;
A0A1D6NK80	Zm00001d044281_T025;
A0A1D6NK82	Zm00001d044281_T027;
A0A1D6NK83	Zm00001d044281_T028;
A0A1D6NK84	Zm00001d044281_T029;
A0A1D6NK87	Zm00001d044281_T032;
A0A1D6NK89	Zm00001d044281_T034;
A0A1D6NK91	Zm00001d044281_T036;
A0A1D6NK93	Zm00001d044281_T003;Zm00001d044281_T009;Zm00001d044281_T014;Zm00001d044281_T019;Zm00001d044281_T022;Zm00001d044281_T030;Zm00001d044281_T038;Zm00001d044281_T040;Zm00001d044281_T041;
A0A1D6NK94	Zm00001d044281_T007;Zm00001d044281_T017;Zm00001d044281_T018;Zm00001d044281_T039;
A0A1D6NK97	Zm00001d044281_T042;
A0A1D6NK98	Zm00001d044281_T001;Zm00001d044281_T005;Zm00001d044281_T020;
A0A1D6NK99	Zm00001d044281_T044;
A0A1D6NKA1	Zm00001d044281_T046;
A0A1D6NKA3	Zm00001d044281_T048;
A0A1D6NKA4	Zm00001d044281_T049;
A0A1D6NKA5	Zm00001d044281_T050;
A0A1D6NKA6	Zm00001d044281_T051;
A0A1D6NKA7	Zm00001d044281_T052;
A0A1D6NKA9	Zm00001d044281_T054;
A0A1D6NKB0	Zm00001d044281_T053;Zm00001d044281_T055;
A0A1D6NKB1	Zm00001d044281_T056;
A0A1D6NKB2	Zm00001d044283_T001;
A0A1D6NKB3	Zm00001d044283_T002;
A0A1D6NKB4	Zm00001d044283_T003;
A0A1D6NKB5	Zm00001d044283_T004;
A0A1D6NKB6	Zm00001d044283_T005;
A0A1D6NKB8	Zm00001d044284_T001;
A0A1D6NKB9	Zm00001d044284_T002;
A0A1D6NKC0	Zm00001d044285_T001;Zm00001d044285_T007;
A0A1D6NKC1	Zm00001d044285_T002;Zm00001d044285_T006;Zm00001d044285_T009;
A0A1D6NKC2	Zm00001d044285_T003;
A0A1D6NKC3	Zm00001d044285_T004;
A0A1D6NKC4	Zm00001d044285_T005;
A0A1D6NKC7	Zm00001d044285_T008;
A0A1D6NKC9	Zm00001d044285_T010;
A0A1D6NKD0	Zm00001d044285_T011;
A0A1D6NKD2	Zm00001d044285_T013;
A0A1D6NKD3	Zm00001d044285_T014;
A0A1D6NKD4	Zm00001d044285_T015;
A0A1D6NKD5	Zm00001d044286_T001;
A0A1D6NKD7	Zm00001d044287_T002;
A0A1D6NKD9	Zm00001d044289_T001;
A0A1D6NKE3	Zm00001d044290_T003;
A0A1D6NKE4	Zm00001d044290_T002;Zm00001d044290_T004;
A0A1D6NKE5	Zm00001d044290_T005;
A0A1D6NKE9	Zm00001d044290_T009;
A0A1D6NKF0	Zm00001d044290_T010;
A0A1D6NKF6	Zm00001d044290_T024;Zm00001d044290_T031;
A0A1D6NKF8	Zm00001d044290_T018;
A0A1D6NKF9	Zm00001d044290_T019;
A0A1D6NKG0	Zm00001d044290_T020;
A0A1D6NKG5	Zm00001d044290_T025;
A0A1D6NKG7	Zm00001d044290_T001;Zm00001d044290_T007;Zm00001d044290_T012;Zm00001d044290_T015;Zm00001d044290_T017;Zm00001d044290_T027;
A0A1D6NKG8	Zm00001d044290_T028;
A0A1D6NKG9	Zm00001d044290_T029;
A0A1D6NKH0	Zm00001d044290_T030;
A0A1D6NKH2	Zm00001d044290_T032;
A0A1D6NKH3	Zm00001d044291_T001;
A0A1D6NKH4	Zm00001d044292_T001;
A0A1D6NKH5	Zm00001d044293_T001;
A0A1D6NKH6	Zm00001d044293_T002;
A0A1D6NKH7	Zm00001d044293_T003;
A0A1D6NKH8	Zm00001d044293_T004;
A0A1D6NKH9	Zm00001d044293_T005;
A0A1D6NKI0	Zm00001d044293_T006;
A0A1D6NKI2	Zm00001d044293_T008;
A0A1D6NKI3	Zm00001d044293_T009;
