ReactionID	Genes
DCYSDESULF-RXN	GDQC-13689 // GDQC-12671 // GDQC-12062 // GDQC-11544 // GDQC-10319 // GDQC-10307 // GDQC-9930
IMIDPHOSDEHYD-RXN	GDQC-12077
RXN3O-1380	GDQC-14884 // GDQC-13347 // GDQC-12887 // GDQC-11706 // GDQC-11583 // GDQC-10615 // GDQC-9747 // GDQC-8843 // GDQC-8376 // GDQC-7741
RXN-7792	
SPHINGANINE-KINASE-RXN	GDQC-14369 // GDQC-13915 // GDQC-12760 // GDQC-11135 // GDQC-11028 // GDQC-9576 // GDQC-7663
2TRANSKETO-RXN	
RXN-6222	GDQC-14947 // GDQC-14085 // GDQC-13586 // GDQC-13448 // GDQC-13432 // GDQC-12964 // GDQC-12914 // GDQC-12424 // GDQC-11801 // GDQC-11323 // GDQC-11176 // GDQC-11158 // GDQC-10872 // GDQC-10756 // GDQC-10204 // GDQC-10071 // GDQC-9393 // GDQC-8851
GALACTOSE-OXIDASE-RXN	GDQC-14972 // GDQC-11779 // GDQC-11666 // GDQC-9773 // GDQC-9634 // GDQC-9283 // GDQC-7967
RXN-14753	
GALACTURONOKINASE-RXN	GDQC-11998
2.3.1.98-RXN	GDQC-11537 // GDQC-11375 // GDQC-9856
RXN0-5185	GDQC-13530 // GDQC-10638 // GDQC-10180
RXN-9952	GDQC-10444 // GDQC-9493 // GDQC-9394
GLUCONOLACT-RXN	
RXN0-6372	
RXN-11334	GDQC-8457
GLUCOKIN-RXN	
MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN	G-8361 // GDQC-14200 // GDQC-14024 // GDQC-12204 // GDQC-9979 // GDQC-9642 // GDQC-8506 // GDQC-8331 // GDQC-8132
PGLUCISOM-RXN	GDQC-14868 // GDQC-13984 // GDQC-13288 // GDQC-13170 // GDQC-10598
RXN66-526	GDQC-13452 // GDQC-12545 // GDQC-10423 // GDQC-10150 // GDQC-9964 // GDQC-8754
GLU6PDEHYDROG-RXN	GDQC-13779 // GDQC-11994 // GDQC-11422 // GDQC-11004 // GDQC-10895 // GDQC-10343 // GDQC-7890 // GDQC-7808
RXN0-6373	GDQC-14276 // GDQC-11659 // GDQC-8457
RXN-14693	
GLUCURONOKINASE-RXN	GDQC-11713
GLUCOSAMINEPNACETYLTRANS-RXN	GDQC-12892 // GDQC-9641 // GDQC-9422
TRIOKINASE-RXN	GDQC-12617
TRIOSEPISOMERIZATION-RXN	GDQC-13866 // GDQC-12402 // GDQC-12389 // GDQC-12367 // GDQC-12310 // GDQC-11682 // GDQC-11094 // GDQC-9733 // GDQC-8259 // GDQC-8254 // GDQC-7719
GAPOXNPHOSPHN-RXN	GDQC-14696 // GDQC-14628 // GDQC-14009 // GDQC-13247 // GDQC-13181 // GDQC-12368 // GDQC-12162 // GDQC-11353 // GDQC-10574 // GDQC-10324 // GDQC-10245 // GDQC-10044 // GDQC-9985 // GDQC-9456 // GDQC-9182 // GDQC-7954 // GDQC-7880 // GDQC-7738
1.2.1.9-RXN	GDQC-12583 // GDQC-8619
GLY3KIN-RXN	GDQC-12469
HYDROXYPYRUVATE-REDUCTASE-RXN	GDQC-12447 // GDQC-10651 // GDQC-10571 // GDQC-10494 // GDQC-10173 // GDQC-10126 // GDQC-10010
TSA-REDUCT-RXN	GDQC-14893 // GDQC-9540
RXN0-5289	GDQC-9540
RXN0-300	GDQC-10980
RXN-8163	
1.1.1.255-RXN	
MANNITOL-1-PHOSPHATASE-RXN	
PHOSMANMUT-RXN	GDQC-14862 // GDQC-10860 // GDQC-8140
MANNPISOM-RXN	GDQC-13802 // GDQC-12995 // GDQC-9695 // GDQC-8284
MANNOSE-6-PHOSPHATE-6-REDUCTASE-RXN	GDQC-14983 // GDQC-10306 // GDQC-9426 // GDQC-9071
RXN-7251	
RXN-7246	
RXN-7250	
RXN-7247	
RXN-7242	
RXN-7248	
RXN-7249	
RXN-7243	
RXN-7244	
RXN-7245	
2.7.1.139-RXN	GDQC-14976 // GDQC-13826 // GDQC-12403 // GDQC-11862 // GDQC-10943 // GDQC-9917 // GDQC-8865 // GDQC-8521 // GDQC-8106 // GDQC-7767
2.7.1.133-RXN	GDQC-14976 // GDQC-13826 // GDQC-12403 // GDQC-11862 // GDQC-10943 // GDQC-9917 // GDQC-8865 // GDQC-8521 // GDQC-8106 // GDQC-7767
RXN-7184	GDQC-13567 // GDQC-12168 // GDQC-12164 // GDQC-11325 // GDQC-8743
RXN-8730	GDQC-14467 // GDQC-14214 // GDQC-13930 // GDQC-13626 // GDQC-13283 // GDQC-12797 // GDQC-12449 // GDQC-12305 // GDQC-11798 // GDQC-11651 // GDQC-11595 // GDQC-11226 // GDQC-10858 // GDQC-10482 // GDQC-10386 // GDQC-9843 // GDQC-8121
RXN-10956	GDQC-10943
RXN-7185	
2.7.1.140-RXN	GDQC-13567 // GDQC-12168 // GDQC-12164 // GDQC-11325 // GDQC-8743
3.1.3.57-RXN	GDQC-14707
RXN-13197	GDQC-8743 // GDQC-11325 // GDQC-11616 // GDQC-12164 // GDQC-12168 // GDQC-13567
2.7.1.151-RXN	GDQC-13567 // GDQC-12168 // GDQC-12164 // GDQC-11616 // GDQC-11325 // GDQC-8743
3.1.3.56-RXN	GDQC-14467 // GDQC-14214 // GDQC-13930 // GDQC-13626 // GDQC-13283 // GDQC-12797 // GDQC-12449 // GDQC-11798 // GDQC-11651 // GDQC-11595 // GDQC-11226 // GDQC-10858 // GDQC-10482 // GDQC-10386 // GDQC-9843 // GDQC-8121
RXN-7182	
RXN-7162	GDQC-13567 // GDQC-12168 // GDQC-12164 // GDQC-11616 // GDQC-11325 // GDQC-8743
RXN-7203	
2.7.1.134-RXN	G-8441 // GDQC-14976 // GDQC-13826 // GDQC-12403 // GDQC-11862 // GDQC-10943 // GDQC-9917 // GDQC-8865 // GDQC-8106 // GDQC-7767
RXN-7204	GDQC-14976 // GDQC-12403 // GDQC-10943 // GDQC-8106 // GDQC-7767
RXN-4941	
RXN-7163	GDQC-10995 // GDQC-7916
RXN-14996	GDQC-13711
RIB5PISOM-RXN	GDQC-14749 // GDQC-12396 // GDQC-11246 // GDQC-9330 // GDQC-8788
PRPPSYN-RXN	GDQC-14829 // GDQC-14692 // GDQC-12728 // GDQC-12051 // GDQC-11443 // GDQC-7739
RXN-12590	GDQC-14543 // GDQC-14470 // GDQC-14157 // GDQC-11876
DARAB5PISOM-RXN	GDQC-11937 // GDQC-8141
DIOHBUTANONEPSYN-RXN	GDQC-13606 // GDQC-11926 // GDQC-9497
RIBULP3EPIM-RXN	GDQC-14125 // GDQC-12905 // GDQC-9420
PHOSPHORIBULOKINASE-RXN	GDQC-13352 // GDQC-10278 // GDQC-8653
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	GDQC-14718 // GDQC-14404 // GDQC-13860 // GDQC-12448 // GDQC-12129 // GDQC-11504 // GDQC-9028 // GDQC-7815
RXN-961	
TRANSALDOL-RXN	GDQC-14379 // GDQC-12824 // GDQC-12732 // GDQC-9395
1TRANSKETO-RXN	GDQC-9566 // GDQC-8808 // GDQC-8410
SEDOHEPTULOSE-BISPHOSPHATASE-RXN	GDQC-11235
RXN-15581	GDQC-12934
DSERDEAM-RXN	GDQC-12934
SORBITOL-6-PHOSPHATASE-RXN	
SORB6PDEHYDROG-RXN	GDQC-8467
ISOCIT-CLEAV-RXN	GDQC-8088
ISOCITRATE-DEHYDROGENASE-NAD+-RXN	GDQC-14608 // GDQC-14230 // GDQC-11364 // GDQC-10219 // GDQC-9946 // GDQC-9470 // GDQC-8611 // GDQC-8417
ISOCITDEH-RXN	GDQC-8065 // GDQC-8508 // GDQC-8612 // GDQC-9688 // GDQC-10244 // GDQC-11454 // GDQC-12555 // GDQC-14937
RXN-9951	GDQC-14937 // GDQC-12555 // GDQC-11454 // GDQC-10244 // GDQC-9688 // GDQC-8612 // GDQC-8508 // GDQC-8065
XYLISOM-RXN	GDQC-13960 // GDQC-13112 // GDQC-12759 // GDQC-11392 // GDQC-11198 // GDQC-10759 // GDQC-10586 // GDQC-10516 // GDQC-10348 // GDQC-9640 // GDQC-9323 // GDQC-8779 // GDQC-8177 // GDQC-7851 // GDQC-7727
D-XYLOSE-1-DEHYDROGENASE-NADP+-RXN	GDQC-11459 // GDQC-8576
XYLULOKIN-RXN	GDQC-12490
DADPKIN-RXN	GDQC-8819
RXN-14215	
RXN-14195	
RXN-14290	
RXN-14214	
RXN0-384	
DCDPKIN-RXN	GDQC-8819
RXN-14187	
DCMP-DEAMINASE-RXN	GDQC-8057
RXN-14198	
DCTP-DEAM-RXN	
RXN-14216	
DCTP-PYROPHOSPHATASE-RXN	GDQC-13720 // GDQC-10744 // GDQC-8328
RXN-13614	
RXN-14274	
RXN-9628	
Degradation-Processes	
RXN-12861	
RXN-12863	
RXN-13415	GDQC-14306 // GDQC-10208
RXN-8232	GDQC-14325
RXN-8233	GDQC-14325
RXN-8235	GDQC-14325
RXN-15351	
RXN-15354	GDQC-14381 // GDQC-11279 // GDQC-10962 // GDQC-10119 // GDQC-9758 // GDQC-8565
RXN-15353	
RXN-15352	GDQC-14381 // GDQC-11279 // GDQC-10962 // GDQC-10119 // GDQC-9758 // GDQC-8565
RXN-15350	
RXN1F-148	GDQC-11186
RXN-8028	GDQC-12526
RXN-2562	GDQC-14331 // GDQC-9632 // GDQC-7979
RXN-4224	
RXN-7569	GDQC-12501
RXN-17007	
RXN-8383	
RXN66-28	
RXN-4606	GDQC-12753 // GDQC-12577
DGDPKIN-RXN	GDQC-8819
RXN-14218	
GMKALT-RXN	
RXN-14208	
RXN-11410	
RXN-14217	
RXN0-385	
RXN-9588	GDQC-14827 // GDQC-13508
RXN-6685	G-7822 // GDQC-12916 // GDQC-12327 // GDQC-9934 // GDQC-9073 // GDQC-8899
RXN-13137	GDQC-14398 // GDQC-9834 // GDQC-9679 // GDQC-9089 // GDQC-9057 // GDQC-7913
RXN-9275	
1.14.13.57-RXN	
RXN-7658	GDQC-14287 // GDQC-10690
RXN-8183	
1.5.3.12-RXN	
1.14.13.56-RXN	
GLYCERONE-KINASE-RXN	GDQC-12617
RXN-7082	G-8221 // GDQC-14398 // GDQC-9834 // GDQC-9679 // GDQC-9089 // GDQC-9057 // GDQC-7913
4.2.3.27-RXN	GDQC-14343
RXN-4305	GDQC-109058 // GDQC-14606 // GDQC-14242 // GDQC-13547
RXN-4307	GDQC-109058 // GDQC-14606 // GDQC-14242 // GDQC-13753 // GDQC-13547 // GDQC-12587 // GDQC-10619 // GDQC-9677 // GDQC-8532
RXN0-6274	GDQC-7998 // GDQC-7806
RXN-4303	GDQC-109058 // GDQC-14606 // GDQC-14242 // GDQC-13547
GPPSYN-RXN	GDQC-14694 // GDQC-9433
RXNQT-4395	
INORGPYROPHOSPHAT-RXN	GDQC-14882 // GDQC-14860 // GDQC-14733 // GDQC-14667 // GDQC-14401 // GDQC-14255 // GDQC-13616 // GDQC-13332 // GDQC-13154 // GDQC-12906 // GDQC-12320 // GDQC-12257 // GDQC-12036 // GDQC-12020 // GDQC-11975 // GDQC-11599 // GDQC-11310 // GDQC-11153 // GDQC-11073 // GDQC-10597 // GDQC-10547 // GDQC-10506 // GDQC-10405 // GDQC-10277 // GDQC-10228 // GDQC-10058 // GDQC-9935 // GDQC-9883 // GDQC-9831 // GDQC-9813 // GDQC-9388 // GDQC-9131 // GDQC-8940 // GDQC-8423 // GDQC-8197 // GDQC-8070 // GDQC-7865
RXN0-1602	
DNA-REPAIR	
DNA-Reactions	
RXN-13297	
RXN-12155	GDQC-14956 // GDQC-14349 // GDQC-13600 // GDQC-12879 // GDQC-12277 // GDQC-9799
RXN-13736	GDQC-13142 // GDQC-7685
RXN-16761	GDQC-14049 // GDQC-13899 // GDQC-13296 // GDQC-12777 // GDQC-12739 // GDQC-12530 // GDQC-12393 // GDQC-11473 // GDQC-10824 // GDQC-9759 // GDQC-9018 // GDQC-8454
S-NORLAUDANOSOLINE-SYNTHASE-RXN	GDQC-14347 // GDQC-13049 // GDQC-10852 // GDQC-10842 // GDQC-10589 // GDQC-9280 // GDQC-8756 // GDQC-8522 // GDQC-8320 // GDQC-7868
RXN-8486	
RXN-8483	
DTDPKIN-RXN	GDQC-8819
RXN-14213	
RXN-12943	
RXN-15234	
RXN-12940	GDQC-7757
DTDPDEHYDRHAMEPIM-RXN	GDQC-11835
RXN-5461	GDQC-11835
DTDPGLUCDEHYDRAT-RXN	
DTDPRHAMSYNTHMULTI-RXN	GDQC-11835
DTDPDEHYRHAMREDUCT-RXN	GDQC-11835
RXN-14200	
THYMIDINE-TRIPHOSPHATASE-RXN	
RXN0-5107	
DUDPKIN-RXN	GDQC-8819
RXN-14220	
RXN-14199	
RXN-14219	
DUTP-PYROP-RXN	GDQC-9538
Electron-Transfer-Reactions	
RXN-15496	GDQC-11638
RXN-15432	
RXN-15428	
RXN1F-160	GDQC-105505 // GDQC-14264 // GDQC-9003 // GDQC-8786
RXN-15462	GDQC-14521 // GDQC-12578 // GDQC-12250 // GDQC-9370 // GDQC-7936
RXN-15444	
RXN-12884	
RXN-12602	
RXN-12879	GDQC-14797 // GDQC-14681 // GDQC-12585 // GDQC-10110 // GDQC-9966 // GDQC-8957
RXN-13189	GDQC-105505 // GDQC-14264 // GDQC-9003 // GDQC-8786
1.14.13.79-RXN	GDQC-105505 // GDQC-14264 // GDQC-9003 // GDQC-8786
RXN-7580	GDQC-9709 // GDQC-9546
RXN-13190	GDQC-9709 // GDQC-9546
1.14.13.78-RXN	GDQC-9709 // GDQC-9546
RXN-12599	
RXN-5242	GDQC-9709 // GDQC-9546
RXN-15382	
RXN-15381	GDQC-11326 // GDQC-8237
RXN-15394	
RXN-15379	
RXN-7878	GDQC-14740 // GDQC-11841 // GDQC-11228
RXN3O-218	
RXN-11934	
RXN-17253	
RXN-8030	
RXN-707	GDQC-10930
RXN-14080	GDQC-14229 // GDQC-14187 // GDQC-11703 // GDQC-11304 // GDQC-10747
RXN-14079	GDQC-14229 // GDQC-14187 // GDQC-11703 // GDQC-11304 // GDQC-10747
RXN-13473	
RXN-14182	GDQC-14634 // GDQC-13086 // GDQC-10026
RXN-13470	
ALCOHOL-DEHYDROG-RXN	G-11534
ETHANOLAMINE-KINASE-RXN	GDQC-14520 // GDQC-13147 // GDQC-12207 // GDQC-12088 // GDQC-11569 // GDQC-11345 // GDQC-9905 // GDQC-9706
RXN-5761	
RXN-8916	GDQC-14928 // GDQC-12703
RXN-11695	GDQC-12617
FAD-PYROPHOSPHATASE-RXN	GDQC-14019 // GDQC-8006
RXN-9472	
3.6.3.30-RXN	GDQC-14198 // GDQC-12642
RXN-15596	
RXN0-2261	GDQC-12473 // GDQC-8616
RXN-17523	
HEME-OXYGENASE-DECYCLIZING-RXN	GDQC-119611 // GDQC-14640 // GDQC-14245 // GDQC-11063 // GDQC-10785 // GDQC-9292 // GDQC-9241 // GDQC-9050 // GDQC-8154 // GDQC-7697
TRANS-RXN0-162	GDQC-10891 // GDQC-9256 // GDQC-7984
RXN-14071	
6.2.1.34-RXN	GDQC-14066 // GDQC-9731 // GDQC-8802
RXN-10749	GDQC-13158 // GDQC-10887 // GDQC-10670 // GDQC-10600 // GDQC-8584 // GDQC-8516 // GDQC-8313
2.3.1.99-RXN	GDQC-14164 // GDQC-13683 // GDQC-13122 // GDQC-12384 // GDQC-10086 // GDQC-8876 // GDQC-8706 // GDQC-8386 // GDQC-8384 // GDQC-8372 // GDQC-7948
RXN-1106	GDQC-14132 // GDQC-13625 // GDQC-11453 // GDQC-9215
TYRAMINE-N-FERULOYLTRANSFERASE-RXN	
TRANS-RXN0-498	GDQC-11487 // GDQC-10123
3.4.17.11-RXN	GDQC-13063 // GDQC-12416 // GDQC-12074 // GDQC-12001
RXN-2881	
FORMALDEHYDE-DEHYDROGENASE-RXN	
FORMAMIDASE-RXN	GDQC-14930 // GDQC-13876 // GDQC-10910 // GDQC-8534 // GDQC-7894
RXN0-723	
1.2.1.2-RXN	GDQC-14685 // GDQC-14441 // GDQC-14192 // GDQC-13852 // GDQC-13208 // GDQC-13029 // GDQC-9817 // GDQC-9783 // GDQC-9307 // GDQC-7817
RXN0-724	
ISOFLAVONE-2-HYDROXYLASE-RXN	GDQC-12496 // GDQC-11683 // GDQC-11078 // GDQC-10886 // GDQC-8224
RXNQT-4146	
F16ALDOLASE-RXN	GDQC-14702 // GDQC-14596 // GDQC-13867 // GDQC-13634 // GDQC-13554 // GDQC-13481 // GDQC-13437 // GDQC-12807 // GDQC-12701 // GDQC-12132 // GDQC-11630 // GDQC-11498
F16BDEPHOS-RXN	GDQC-14499 // GDQC-13510 // GDQC-13231 // GDQC-10262 // GDQC-9110
FUMHYDR-RXN	GDQC-9519 // GDQC-9274 // GDQC-7764
RXN0-5245	
2.4.1.67-RXN	
2.4.1.82-RXN	GDQC-13331 // GDQC-12356 // GDQC-12219 // GDQC-10242 // GDQC-10211 // GDQC-9744 // GDQC-9455 // GDQC-8163
RXN-12078	
RXN1F-151	GDQC-11186
GLUTSEMIALDEHYDROG-RXN	GDQC-14804 // GDQC-14144 // GDQC-12972 // GDQC-8025
TOCOPHEROL-O-METHYLTRANSFERASE-RXN	GDQC-14331 // GDQC-9632 // GDQC-7979
GDPREDUCT-RXN	
GDPKIN-RXN	GDQC-10156
GUANOSINE-DIPHOSPHATASE-RXN	
1.1.1.271-RXN	GDQC-13846
CELLULOSE-SYNTHASE-GDP-FORMING-RXN	GDQC-11952
GDPMANDEHYDRA-RXN	GDQC-14314 // GDQC-8625
RXN-1882	GDQC-11484 // GDQC-10726
RXN-7771	GDQC-11484 // GDQC-10726
2.4.1.57-RXN	GDQC-9181
RXN-9935	GDQC-14737
2.4.1.32-RXN	GDQC-14151 // GDQC-13297 // GDQC-12980 // GDQC-12922 // GDQC-12673 // GDQC-12158 // GDQC-11719 // GDQC-11560 // GDQC-10268 // GDQC-10016 // GDQC-9898 // GDQC-9683 // GDQC-9652 // GDQC-9234 // GDQC-8988 // GDQC-8222 // GDQC-7638
RXN-18234	GDQC-14351 // GDQC-13932 // GDQC-13762 // GDQC-13120 // GDQC-12921 // GDQC-12796 // GDQC-12606 // GDQC-11970 // GDQC-10804 // GDQC-10020 // GDQC-9478 // GDQC-9078 // GDQC-8868 // GDQC-8849 // GDQC-8841 // GDQC-8617 // GDQC-8380 // GDQC-7965 // GDQC-7794 // GDQC-7791 // GDQC-7696
2.4.1.221-RXN	GDQC-11068
RXN-9463	GDQC-14351 // GDQC-12921 // GDQC-12796 // GDQC-10804 // GDQC-10020 // GDQC-9478 // GDQC-9078 // GDQC-8617
2.4.1.214-RXN	GDQC-14567 // GDQC-13809 // GDQC-13532 // GDQC-13284 // GDQC-12804 // GDQC-10053
RXNQT-4141	GDQC-12197 // GDQC-11025
RXN-7772	GDQC-11484 // GDQC-10726
RXN-14748	
RXN-14750	
RXN-11705	GDQC-14057 // GDQC-12727 // GDQC-9696
RXN-9193	
RXN-12307	GDQC-14074 // GDQC-13244 // GDQC-10167 // GDQC-9128
GERANIOL-DEHYDROGENASE-RXN	
RXN-8197	GDQC-12580 // GDQC-10094 // GDQC-9111 // GDQC-8581 // GDQC-7813
TRANS-OCTAPRENYLTRANSTRANSFERASE-RXN	GDQC-14107 // GDQC-13989 // GDQC-12897 // GDQC-12458 // GDQC-9777 // GDQC-8149 // GDQC-7716
RXN-5101	GDQC-12032
4.2.3.26-RXN	GDQC-13657 // GDQC-13472
RXN-8618	G-9834 // GDQC-13657 // GDQC-13472
FPPSYN-RXN	GDQC-14694 // GDQC-13163 // GDQC-11281 // GDQC-9433 // GDQC-8270
RXN-12325	GDQC-14074 // GDQC-13244 // GDQC-10167 // GDQC-9128
5.5.1.13-RXN	GDQC-111913 // G-14667 // GDQC-14728 // GDQC-10009 // GDQC-8527
RXN-8528	GDQC-7836
RXN-10625	GDQC-14287 // GDQC-10690
RXN-14929	GDQC-11669 // GDQC-11439 // GDQC-8510 // GDQC-8481
RXN-8970	GDQC-12968
RXN-8971	GDQC-13825
RXN-15458	
RXN-15460	
RXN-12449	GDQC-12968
RXN-8969	GDQC-12968
RXN-115	GDQC-14873 // GDQC-14257 // GDQC-14058 // GDQC-14036 // GDQC-13811 // GDQC-13635 // GDQC-13300 // GDQC-12241 // GDQC-11372 // GDQC-9892 // GDQC-9081 // GDQC-8281 // GDQC-8062 // GDQC-7754
RXN-947	GDQC-14257 // GDQC-10558 // GDQC-9892 // GDQC-8281
RXN1F-162	GDQC-14036 // GDQC-12639
RXN1F-143	GDQC-14981 // GDQC-11282 // GDQC-11098
RXN-11387	GDQC-14626 // GDQC-13640 // GDQC-12052 // GDQC-10599 // GDQC-7805
RXN1F-161	GDQC-105505 // GDQC-14264 // GDQC-9003 // GDQC-8786
RXN1F-163	GDQC-14036 // GDQC-12639
RXN1F-101	
RXN1F-169	GDQC-12639 // GDQC-8517 // GDQC-7911
RXN1F-170	GDQC-13050 // GDQC-12793 // GDQC-8822
RXN-113	GDQC-14873 // GDQC-14058 // GDQC-13811 // GDQC-13635 // GDQC-13300 // GDQC-12241 // GDQC-11372 // GDQC-9081 // GDQC-8062 // GDQC-7754
RXN-14317	GDQC-12793 // GDQC-8822
RXN1F-99	
RXN-6523	
RXN1F-164	GDQC-12639
RXN-6541	
RXN-114	GDQC-14873 // GDQC-14058 // GDQC-13811 // GDQC-12241 // GDQC-8062 // GDQC-7754
RXN-292	
RXN-6550	GDQC-13635 // GDQC-12793 // GDQC-11372 // GDQC-9081
RXN-7617	GDQC-12793
RXN-11385	GDQC-14626 // GDQC-13640 // GDQC-12052 // GDQC-10599 // GDQC-7805
RXN-886	GDQC-13635 // GDQC-11372 // GDQC-9081
RXN-14318	GDQC-12793 // GDQC-8822
RXN-14327	
RXN-172	
RXN-991	GDQC-14257 // GDQC-10558 // GDQC-9892 // GDQC-8281
RXN1F-167	GDQC-14036 // GDQC-12639 // GDQC-8517 // GDQC-7911
RXN-118	GDQC-13811
RXN1F-165	GDQC-12793 // GDQC-8822
RXN-171	GDQC-14873 // GDQC-14058 // GDQC-13811 // GDQC-13635 // GDQC-13300 // GDQC-12241 // GDQC-11372 // GDQC-9081 // GDQC-8062 // GDQC-7754
RXN-11388	GDQC-14626 // GDQC-13640 // GDQC-12052 // GDQC-10599 // GDQC-7805
RXN-6524	GDQC-12793 // GDQC-8822
RXN1F-168	GDQC-14036 // GDQC-12639 // GDQC-8517 // GDQC-7911
3.2.1.106-RXN	GDQC-13902
2.3.2.15-RXN	GDQC-10961 // GDQC-9610
RXN-2222	GDQC-13636
RXN-2223	GDQC-7828
RXN-2221	GDQC-13637 // GDQC-12399 // GDQC-11932 // GDQC-11808 // GDQC-10169 // GDQC-10033
RXNQT-4343	GDQC-12607 // GDQC-9705
RXNQT-4341	GDQC-13636
RXN-14352	GDQC-12881 // GDQC-12536
RXN-6601	GDQC-113394
RXN-12618	GDQC-13837 // GDQC-12993
RXNQT-4143	GDQC-12993 // GDQC-13837
GSHTRAN-RXN	GDQC-14952 // GDQC-14934 // GDQC-14785 // GDQC-14766 // GDQC-14697 // GDQC-14625 // GDQC-14598 // GDQC-14475 // GDQC-14454 // GDQC-14383 // GDQC-14336 // GDQC-14299 // GDQC-14232 // GDQC-14137 // GDQC-14124 // GDQC-14081 // GDQC-13981 // GDQC-13958 // GDQC-13908 // GDQC-13733 // GDQC-13722 // GDQC-13705 // GDQC-13648 // GDQC-13580 // GDQC-13544 // GDQC-13516 // GDQC-13469 // GDQC-13264 // GDQC-13261 // GDQC-13255 // GDQC-13224 // GDQC-13196 // GDQC-13048 // GDQC-12927 // GDQC-12741 // GDQC-12669 // GDQC-12640 // GDQC-12572 // GDQC-12558 // GDQC-12481 // GDQC-12373 // GDQC-12365 // GDQC-12298 // GDQC-12281 // GDQC-12135 // GDQC-12101 // GDQC-12066 // GDQC-12039 // GDQC-11856 // GDQC-11816 // GDQC-11660 // GDQC-11589 // GDQC-11562 // GDQC-11417 // GDQC-11416 // GDQC-11280 // GDQC-11251 // GDQC-11175 // GDQC-11124 // GDQC-11022 // GDQC-11021 // GDQC-10994 // GDQC-10928 // GDQC-10815 // GDQC-10753 // GDQC-10716 // GDQC-10595 // GDQC-10522 // GDQC-10443 // GDQC-10440 // GDQC-10378 // GDQC-10257 // GDQC-10230 // GDQC-10200 // GDQC-10102 // GDQC-9932 // GDQC-9910 // GDQC-9875 // GDQC-9850 // GDQC-9587 // GDQC-9509 // GDQC-9269 // GDQC-9171 // GDQC-9032 // GDQC-8999 // GDQC-8989 // GDQC-8888 // GDQC-8771 // GDQC-8769 // GDQC-8716 // GDQC-8679 // GDQC-8633 // GDQC-8582 // GDQC-8579 // GDQC-8526 // GDQC-8523 // GDQC-8426 // GDQC-8399 // GDQC-8288 // GDQC-8097 // GDQC-8069 // GDQC-8056 // GDQC-7945 // GDQC-7920 // GDQC-7882 // GDQC-7737
GLUTATHIONE-REDUCT-NADPH-RXN	GDQC-13723 // GDQC-12952 // GDQC-10116 // GDQC-10091 // GDQC-8549 // GDQC-8118
RXN0-21	GDQC-10376 // GDQC-10332
GLYCEROL-KIN-RXN	GDQC-13799 // GDQC-12175
GLYCEROL-DEHYDROGENASE-NADP+-RXN	GDQC-7841
RXN-11382	
GLYCEROL-1-PHOSPHATASE-RXN	GDQC-13680 // GDQC-10836
SEDOBISALDOL-RXN	
GLYC3PDEHYDROGBIOSYN-RXN	
1.1.1.8-RXN	GDQC-14106 // GDQC-13418 // GDQC-9720 // GDQC-9147 // GDQC-8204
RXN0-5257	
RXN-14073	
GCVMULTI-RXN	GDQC-14202 // GDQC-13839 // GDQC-13354 // GDQC-13104 // GDQC-12151 // GDQC-11040
GCVP-RXN	GDQC-14202 // GDQC-13839 // GDQC-13354 // GDQC-13104 // GDQC-12151 // GDQC-11040 // GDQC-7973
RXNQT-4300	GDQC-12917 // GDQC-8406
GLUTATHIONE-SYN-RXN	GDQC-14636 // GDQC-14248 // GDQC-12153 // GDQC-11792 // GDQC-11774 // GDQC-11269 // GDQC-9660 // GDQC-9452 // GDQC-8781 // GDQC-8464
GLYCOLATEDEHYDRO-RXN	GDQC-13598
RXN-969	
RXN-13494	GDQC-14951 // GDQC-14677 // GDQC-14491 // GDQC-14021 // GDQC-13453 // GDQC-13230 // GDQC-13193 // GDQC-11787 // GDQC-11059 // GDQC-10396 // GDQC-9755 // GDQC-9734 // GDQC-9531 // GDQC-9371 // GDQC-8081 // GDQC-7699
ALANINE--GLYOXYLATE-AMINOTRANSFERASE-RXN	GDQC-113394 // GDQC-14330 // GDQC-13851 // GDQC-13502 // GDQC-12961 // GDQC-12746 // GDQC-12722 // GDQC-11893 // GDQC-11878 // GDQC-11452 // GDQC-10668 // GDQC-9332 // GDQC-7964 // GDQC-104563
SERINE-GLYOXYLATE-AMINOTRANSFERASE-RXN	GDQC-13851 // GDQC-13502 // GDQC-11878 // GDQC-11452 // GDQC-9332
GLYOXYLATE-REDUCTASE-NADP+-RXN	GDQC-12447 // GDQC-10980 // GDQC-10651 // GDQC-10173 // GDQC-10126 // GDQC-10010
GUANYL-KIN-RXN	GDQC-11667 // GDQC-9989
RXN-7609	
GROUP-TRANSLOCATION	
RXN0-7010	GDQC-14857 // GDQC-14259 // GDQC-14041 // GDQC-13963 // GDQC-13629 // GDQC-12940 // GDQC-12893 // GDQC-11748 // GDQC-11132 // GDQC-10575 // GDQC-10092 // GDQC-9049 // GDQC-8694 // GDQC-8225
GUANYLCYC-RXN	GDQC-13844 // GDQC-13612 // GDQC-12059 // GDQC-11709 // GDQC-10694 // GDQC-9352 // GDQC-9023 // GDQC-8725 // GDQC-8043
RXN-14201	
RXN-11409	
GTP-CYCLOHYDRO-II-RXN	GDQC-13606 // GDQC-11926 // GDQC-11865 // GDQC-10671 // GDQC-9497
